,zip,city,state,latitude,longitude,countyname,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12
14403,77975,Moulton,TX,29.57449,-97.12675,Lavaca County,83700,84200,84300,85000,86200,87000,87200,88300,89500,90200,90600,91000
14404,22735,Reva,VA,38.477063,-78.17517,Culpeper County,211100,211900,212200,214400,218500,222100,224700,227800,229700,229100,228300,229000
14405,30522,Cherrylog,GA,34.801665,-84.37931,Gilmer County,223200,223500,222700,222100,223700,225900,227000,228600,232300,236300,239800,242600
14406,45174,Terrace Park,OH,39.161061,-84.30808,Hamilton County,472000,465800,459300,459700,461700,460600,458800,459300,457500,453000,451700,454200
14407,49680,South Boardman,MI,44.654872,-85.26096,Kalkaska County,77800,78500,79500,80500,81100,81800,83000,85300,87000,86800,85500,85000
14408,55949,Lanesboro,MN,43.70844,-91.95965,Fillmore County,170900,173200,174600,174900,175300,175800,177300,180100,182700,184900,186200,186700
14409,43466,Wayne,OH,41.28953,-83.50215,Wood County,78200,78800,79600,80400,82100,83300,84100,85400,86500,87400,88300,87800
14410,45874,Ohio City,OH,40.780889,-84.65726,Van Wert County,86500,88400,90100,91700,93000,93800,94600,96300,98100,99100,100000,100800
14411,46128,Fillmore,IN,39.674879,-86.75256,Putnam County,129600,130700,132800,136000,140300,143700,145700,148100,150500,151600,152100,152700
14412,48894,Westphalia,MI,42.928734999999996,-84.7996,Clinton County,162900,163700,163600,163900,164500,164900,165900,168500,172100,175900,179400,180900
14413,98847,Peshastin,WA,47.552462,-120.60457,Chelan County,277100,278500,279900,283600,289300,292700,292700,292000,296600,303700,308200,308700
14414,28644,Laurel Springs,NC,36.43591,-81.27736,Ashe County,118300,117300,116200,116100,117200,117900,117700,117800,118700,119900,121100,121700
14415,62424,Dieterich,IL,39.01077,-88.428,Effingham County,108500,109800,110200,110700,111800,111600,109700,108300,108300,109200,110600,111200
14416,62814,Bluford,IL,38.362934,-88.72896,Jefferson County,40900,40800,41100,41300,41300,40500,39700,39100,38000,38200,39700,40800
14417,3774,Haverhill,NH,44.085409999999996,-71.9943,Grafton County,153100,154000,154200,154000,154500,156700,158700,158900,158600,158800,158100,157200
14418,17876,Shamokin Dam,PA,40.845896,-76.82240999999999,Snyder County,152300,151700,150900,150800,151100,151500,153000,155000,156700,158400,160800,162600
14419,27829,Fountain,NC,35.686549,-77.64461,Pitt County,69300,70100,71600,73200,74900,76500,78300,78400,76900,76500,77800,78700
14420,38368,Reagan,TN,35.502859,-88.36148,Henderson County,78100,79800,81300,81800,81800,81700,82300,83800,84900,85400,85600,85900
14421,83236,Firth,ID,43.287888,-112.12765,Bingham County,212500,211000,208900,206700,205000,206000,208900,210600,214200,220800,227300,230600
14422,97868,Pilot Rock,OR,45.402303,-118.76751000000002,Umatilla County,125600,128300,131300,132500,132900,133500,133600,133600,134600,136500,138000,138800
14423,15637,Herminie,PA,40.261878,-79.71321,Westmoreland County,88400,90800,93300,94200,95400,96600,97800,98700,99700,99900,99400,99200
14424,49645,Kaleva,MI,44.371587,-86.0122,Manistee County,83200,82800,82600,83000,83100,82000,81900,83200,84700,85000,84600,84200
14425,49726,Paradise,MI,45.994671999999994,-83.75198,Chippewa County,116900,116900,116500,117000,117700,117400,116600,117200,119300,120500,121200,122100
14426,66413,Burlingame,KS,38.767905,-95.88076,Osage County,79400,79300,78600,79100,81800,84100,84800,85500,87100,88400,88300,87100
14427,95462,Monte Rio,CA,38.471368,-123.01468999999999,Sonoma County,449700,452100,450000,450100,457000,465100,469300,473500,475300,474200,473200,474500
14428,1054,Leverett,MA,42.479839,-72.49879,Franklin County,330200,326200,324600,324100,325300,326800,327200,327300,329500,332600,334300,335600
14429,17407,Jacobus,PA,39.882515999999995,-76.71206,York County,187400,188800,190200,190300,189500,189000,189400,190400,191600,192500,192900,193100
14430,28582,Stella,NC,34.756033,-77.15405,Carteret County,196200,198500,201200,201700,201400,202100,204700,208500,212700,215100,216700,218100
14431,49733,Frederic,MI,44.809476000000004,-84.71727,Crawford County,95700,96300,97600,98500,98300,97800,97400,96800,96200,97300,99600,101100
14432,48890,Sunfield,MI,42.759217,-84.98054,Eaton County,122200,123300,125100,126900,127900,129000,130500,131200,131400,132100,132400,132300
14433,50058,Coon Rapids,IA,41.87131,-94.6884,Carroll County,109000,112200,115400,116300,116600,116300,116200,116900,118900,120400,121100,121600
14434,54531,Hazelhurst,WI,45.754415,-89.79791,Oneida County,189200,189900,189000,189500,190800,192200,193900,197400,200600,201700,201000,200200
14435,66733,Erie,KS,37.594165999999994,-95.24755,Neosho County,76500,74300,72800,72400,72800,73300,72700,71400,70200,69400,68800,68700
14436,83427,Idaho Falls,ID,43.403744,-111.83881000000001,Bonneville County,192400,194600,197200,198500,199900,202100,205100,206800,208800,212900,219900,226000
14437,95421,Cazadero,CA,38.562843,-123.16785,Sonoma County,477700,480400,484400,485400,485700,485600,485800,490200,498500,499700,494900,491800
14438,12086,Hagaman,NY,42.981745000000004,-74.14256999999999,Montgomery County,142700,146700,148000,149400,151700,153000,153200,153400,153700,154900,156800,158000
14439,16028,East Brady,PA,40.97717,-79.61922,Clarion County,79700,80200,80800,81500,82000,82400,83200,83600,84100,84500,84500,84100
14440,37325,Delano,TN,35.245578,-84.58811999999999,Polk County,106300,109300,111900,113100,113300,113600,114900,117400,120400,122000,122700,123400
14441,52755,Lone Tree,IA,41.476534,-91.43307,Johnson County,176500,176000,175100,174900,174600,174400,174300,174000,173400,173100,173600,174300
14442,67642,Hill City,KS,39.360338,-99.8456,Graham County,63700,63600,63600,63600,63600,63400,63200,63100,63300,63400,63500,63600
14443,79322,Crosbyton,TX,33.653787,-101.22865999999999,Crosby County,43100,43100,43200,43400,43600,43500,43500,43700,44100,44100,43900,43600
14444,22922,Arrington,VA,37.69474,-78.93251,Nelson County,110400,112700,115500,118100,120100,120000,119700,120700,121500,121300,120600,120500
14445,37694,Watauga,TN,36.376371,-82.27799999999999,Carter County,108200,107600,107100,107100,107000,106900,107400,108300,109300,110100,110200,110500
14446,38345,Huron,TN,35.576402,-88.51041,Henderson County,93000,92700,93000,93300,93200,92800,93500,94400,95200,95300,95500,95700
14447,55939,Harmony,MN,43.55123,-92.04994,Fillmore County,111900,112500,113800,115000,114800,113500,112900,115500,120800,125300,127900,129800
14448,83629,Horseshoe Bend,ID,43.933688000000004,-116.1889,Boise County,227500,230400,232000,234600,238900,244700,250800,257500,261800,265000,267600,270100
14449,12116,Milford,NY,42.538589,-74.92185,Otsego County,126600,128000,128700,129700,130100,130800,132100,133000,133000,132700,132700,133100
14450,15333,Deemston,PA,40.010135,-80.00537,Washington County,98200,98000,98000,96900,96300,95900,96100,97300,97400,95600,94700,93700
14451,80809,Green Mountain Falls,CO,38.911701,-104.98731000000001,El Paso County,310700,315200,319500,321800,323900,326200,329200,331800,333800,336200,339600,342400
14452,95589,Whitethorn,CA,40.033316,-124.02378999999999,Humboldt County,319500,325200,333000,338500,340800,342600,345500,346700,344700,340000,333700,329100
14453,45827,Cloverdale,OH,41.009008,-84.30617,Putnam County,135300,134600,134100,135800,136900,138000,139200,139600,139300,140200,142200,143700
14454,72376,Anthonyville,AR,35.102775,-90.31884000000001,Crittenden County,95400,101700,106700,108300,109400,111400,113200,115800,119400,121400,121600,122100
14455,16041,Fairview,PA,41.009219,-79.7102,Butler County,118600,122600,126600,128800,129700,130300,130500,129300,127300,125600,125100,125800
14456,49776,Posen,MI,45.248956,-83.69012,Presque Isle County,69100,68500,68200,68800,68800,68400,68800,70000,70600,71100,72000,73400
14457,67543,Haven,KS,37.898787,-97.79101,Reno County,100800,100200,99700,100200,100500,100500,100800,101400,101400,101300,101600,102200
14458,7418,Vernon Valley,NJ,41.232344,-74.48688,Sussex County,209400,211400,215100,218500,220300,221600,224200,227700,231900,234900,236000,235700
14459,54529,Harshaw,WI,45.707456,-89.68876999999999,Oneida County,180200,179200,177600,177300,178400,179000,179200,180800,182900,184000,184700,185300
14460,62898,Woodlawn,IL,38.335675,-89.04867,Jefferson County,90600,90300,90100,90000,90000,89900,88700,86700,85400,84500,84300,84900
14461,1266,West Stockbridge,MA,42.328534999999995,-73.36407,Berkshire County,384900,393200,400800,400300,400700,406200,410500,410300,409900,410900,414000,418300
14462,12066,Esperance,NY,42.784091,-74.3116,Schoharie County,153600,153700,153400,154500,155600,156500,157200,156300,154900,156200,158900,160100
14463,46779,Pleasant Lake,IN,41.578441999999995,-85.03134,Steuben County,111500,112500,112800,113600,115700,117800,119700,122200,125500,128200,130500,132000
14464,68649,North Bend,NE,41.484782,-96.77566999999999,Dodge County,105500,106800,107500,108100,108500,108700,109900,111800,113000,113800,114900,115500
14465,16259,Madison,PA,40.90764,-79.45161,Armstrong County,63300,64500,65600,65600,65600,67000,68800,70100,70500,70900,71400,72300
14466,99402,Asotin,WA,46.230508,-117.12916000000001,Asotin County,235900,235000,233400,232400,232700,232600,233300,237200,241800,241300,236500,233900
14467,5680,Wolcott,VT,44.551056,-72.4739,Lamoille County,185100,186900,188000,188200,187400,186200,186100,187400,189600,191000,191100,190500
14468,53019,Eden,WI,43.699527,-88.32233000000001,Fond du Lac County,183500,186700,189000,190000,191900,194700,194200,189400,189600,196600,202300,203100
14469,68073,Yutan,NE,41.249536,-96.40258,Saunders County,165800,170300,174800,175000,174200,174100,174300,175400,177400,178800,179400,180200
14470,13052,Deruyter,NY,42.728977,-75.86633,Madison County,95700,95800,96000,96200,96300,96500,96400,96700,96700,96100,95700,96100
14471,22846,Penn Laird,VA,38.371615999999996,-78.79741999999999,Rockingham County,293200,291400,292800,295500,297700,298100,299000,300600,302300,303600,304200,304700
14472,56088,Truman,MN,43.834331,-94.4436,Martin County,93200,92900,91700,91100,91900,93300,94000,94800,96400,98400,99400,99300
14473,12910,Altona,NY,44.879985999999995,-73.65694,Clinton County,84900,84800,85400,86400,86900,87200,87700,88000,87900,87100,86100,85400
14474,38541,Allons,TN,36.525275,-85.36148,Overton County,95700,99500,101900,102500,102700,102700,103700,106000,107000,107400,108500,109300
14475,43739,Glenford,OH,39.905157,-82.28506999999999,Perry County,161100,162900,163800,166000,170000,171800,172300,173400,175100,176400,178300,180300
14476,46382,Wanatah,IN,41.479915999999996,-86.77328,La Porte County,153800,155000,156900,158600,161000,163900,166800,168700,171800,174400,174200,173600
14477,59037,Huntley,MT,45.862261,-108.29473999999999,Yellowstone County,245300,251500,258000,257200,251500,247600,248300,248400,249400,251800,254900,257600
14478,54623,Coon Valley,WI,43.713575,-91.02348,Vernon County,160600,160600,160000,160100,160900,161700,163000,165200,167500,169400,170900,171800
14479,21557,Rawlings,MD,39.509856,-78.92329000000001,Allegany County,92200,93100,93500,93500,93500,94100,94800,94900,95500,97100,99100,100300
14480,37374,Sequatchie,TN,35.19174,-85.64149,Marion County,86500,88300,89200,89500,90100,90300,90600,92400,94700,95600,96300,97600
14481,52203,Amana,IA,41.808301,-91.87512,Iowa County,184200,186900,189800,191700,192600,193400,195400,197800,200100,202100,203600,204200
14482,55052,Morristown,MN,44.232811,-93.43992,Rice County,183500,185300,185900,185300,186300,188600,189100,187700,188200,191200,194600,196000
14483,4352,Mt Vernon,ME,44.465990000000005,-69.96073,Kennebec County,168900,174800,182300,185700,186200,186100,187500,190900,194000,194900,193500,191700
14484,12076,Conesville,NY,42.425405,-74.40616,Schoharie County,121700,122500,123100,123400,123600,123900,124600,125500,126700,128000,129000,129600
14485,18438,Paupack,PA,41.429411,-75.24701999999999,Wayne County,227600,226100,223700,223400,223800,223700,224500,225500,229800,238500,247900,252200
14486,47380,Ridgeville,IN,40.285505,-85.02063000000001,Randolph County,55300,57500,59100,61300,64400,67000,68400,69700,71000,71800,71900,71800
14487,49411,Free Soil,MI,44.100701,-86.2662,Mason County,97000,99200,102400,103700,103100,101800,101700,102900,103500,103100,101500,100300
14488,53503,Arena,WI,43.150121999999996,-89.92545,Iowa County,176700,175400,174500,175500,178600,180400,182000,186500,187500,183600,180500,179500
14489,56433,Akeley,MN,46.977160999999995,-94.70512,Hubbard County,166100,165400,165400,166700,169100,172200,174000,174900,176900,180300,183500,185200
14490,92091,Rancho Santa Fe,CA,32.993541,-117.21311000000001,San Diego County,2400000,2428000,2444300,2444200,2429400,2416900,2411200,2412600,2407500,2398500,2384800,2375000
14491,21545,Mount Savage,MD,39.699489,-78.86961,Allegany County,60000,60700,61100,61400,61400,61400,60900,60300,60500,61600,62700,63400
14492,50161,Maxwell,IA,41.86625,-93.40134,Story County,169100,174900,178100,178200,179300,180400,180000,180000,181300,181800,180900,180900
14493,55019,Dundas,MN,44.415566999999996,-93.23269,Rice County,228700,231100,232000,232000,233100,234500,234000,234100,234600,235700,237400,239400
14494,3886,Tamworth,NH,43.857079,-71.25988000000001,Carroll County,178300,179900,179200,177400,176900,178500,179900,181400,183500,185400,186200,186600
14495,13797,Lisle,NY,42.335102,-76.02313000000001,Broome County,109000,111000,111700,112900,114000,114700,115800,117100,116600,115600,115600,116000
14496,67878,Syracuse,KS,38.022874,-101.80781,Hamilton County,94000,93700,93400,93600,93800,93400,93000,92800,92900,93100,93500,93800
14497,3449,Hancock,NH,42.975105,-71.98913,Hillsborough County,266600,267100,266900,266500,266900,269600,272400,273800,274100,274700,275400,275800
14498,53923,Cambria,WI,43.559975,-89.13762,Columbia County,140500,140300,139300,139100,139400,139800,140800,143300,144400,143000,141200,140300
14499,12093,Jefferson,NY,42.496939000000005,-74.62813,Schoharie County,128000,128500,128900,129800,130400,130800,131500,132800,134100,135000,135900,136500
14500,47970,Otterbein,IN,40.480675,-87.10906999999999,Benton County,84800,85500,86100,87700,88900,89700,90100,91500,92100,92400,93200,94500
14501,56036,Glenville,MN,43.550746999999994,-93.21987,Freeborn County,118200,118500,118400,117800,117500,117300,118600,122300,126000,128500,130100,130400
14502,61256,Hampton,IL,41.554666,-90.40987,Rock Island County,123400,125700,128700,131300,134700,137800,140500,141700,141800,142200,143600,144600
14503,83804,Blanchard,ID,48.021497,-116.98833,Bonner County,251500,249600,248100,248800,249600,250000,249700,248900,253900,263700,272500,275800
14504,14138,Dayton,NY,42.372077000000004,-79.05552,Cattaraugus County,61900,62700,63600,64100,63600,63200,63400,63900,63900,62900,61900,61600
14505,42464,White Plains,KY,37.168568,-87.37879000000001,Hopkins County,75900,75400,74500,73800,73900,75000,76200,76900,78700,80800,82100,82500
14506,67455,Lincoln,KS,39.034791999999996,-98.17577,Lincoln County,51300,51100,50700,50700,50900,50900,50800,50800,50900,50800,50900,51100
14507,46115,Carthage,IN,39.740158,-85.57101,Rush County,91900,92900,94300,95000,95500,96200,97300,98900,101200,103200,104600,105200
14508,56338,Hillman,MN,46.035241,-93.9153,Morrison County,210100,215800,221000,223400,224900,224600,224700,226700,228800,231000,234400,237300
14509,16130,Perry,PA,41.443740999999996,-80.22367,Mercer County,104400,102100,99700,99300,99700,100300,100500,99600,99100,99300,99400,99800
14510,38547,South Carthage,TN,36.141740999999996,-86.00868,Smith County,134700,137000,139300,141300,143100,143800,145000,147100,149600,152000,153700,154400
14511,54424,Deerbrook,WI,45.281420000000004,-89.20118000000001,Langlade County,139600,142100,144200,142400,139600,137700,140100,147100,154600,157800,159800,161600
14512,35463,Fosters,AL,33.081289,-87.68988,Tuscaloosa County,131000,131900,132600,133200,134300,136100,139100,141400,143100,144700,145900,146200
14513,56026,Ellendale,MN,43.884985,-93.2917,Steele County,142400,144000,145400,146100,145500,143900,143600,144800,146500,149400,152800,154500
14514,61012,Capron,IL,42.401104,-88.74726,Boone County,127900,127900,127700,126900,126400,126300,127300,128200,129000,130200,132200,133400
14515,96057,McCloud,CA,41.263103,-122.10297,Siskiyou County,171200,173900,175000,176000,176900,177800,176600,173000,172100,175800,179800,182000
14516,3864,Ossipee,NH,43.672636,-71.10266,Carroll County,188700,191600,192700,193100,194100,195300,196700,198200,199800,201100,202600,203500
14517,4110,Cumberland,ME,43.760369,-70.19681,Cumberland County,707500,697900,687800,684600,685900,687100,690500,700700,713400,723800,728100,730000
14518,56587,Vergas,MN,46.64246,-95.83041999999999,Otter Tail County,225400,225100,225600,228800,232200,231000,228700,231000,235100,237200,239200,241500
14519,13775,Franklin,NY,42.333285,-75.16086,Delaware County,132600,134200,135500,136100,136600,137300,137900,138100,138700,139800,141100,142400
14520,35097,Locust Fork,AL,33.896526,-86.63056,Blount County,129800,132400,135000,136500,136600,136100,136700,138300,138900,139100,139200,138700
14521,55381,Silver Lake,MN,44.904987,-94.18802,McLeod County,149200,151900,155300,157100,158800,159300,159000,160000,161600,163400,164300,164700
14522,94020,La Honda,CA,37.28842,-122.22457,San Mateo County,788600,810300,835500,850700,864700,886200,907800,908000,904600,908400,906400,898800
14523,3588,Milan,NH,44.608332,-71.24335,Coos County,129600,128800,127300,125800,126100,128900,131000,131400,131800,134500,137100,138300
14524,60941,Herscher,IL,41.05113,-88.08957,Kankakee County,116100,117200,118700,120300,123200,124900,125800,128400,132900,136900,141700,145600
14525,64835,Carterville,MO,37.149458,-94.44019,Jasper County,67100,67100,67200,67400,67900,68400,68900,69300,70700,73200,75600,76400
14526,11975,Wainscott,NY,40.947419000000004,-72.24505,Suffolk County,3335200,3376800,3330800,3273900,3318600,3395800,3441300,3478500,3491000,3489000,3583800,3743200
14527,13304,Trenton,NY,43.242724,-75.1659,Oneida County,150600,150900,152600,153400,154900,158200,162300,164700,166100,167900,170000,171400
14528,44634,Homeworth,OH,40.832091999999996,-81.0573,Columbiana County,124600,125800,127200,127900,128400,128400,129400,131700,134300,135400,136200,136900
14529,12993,Westport,NY,44.195201000000004,-73.47194,Essex County,151300,151300,150600,150800,152300,153700,154200,155000,155600,155300,154600,154500
14530,13493,Williamstown,NY,43.421597,-75.90529000000001,Oswego County,80700,81900,82400,83300,84400,84800,84700,85300,85900,85800,87300,90200
14531,14101,Machias,NY,42.393206,-78.52655,Cattaraugus County,89800,90600,91200,91900,92300,92300,93000,94300,94500,93200,92000,91500
14532,49452,Rothbury,MI,43.520576,-86.27335,Oceana County,63800,63900,63700,63300,63100,63100,63400,64500,65800,66600,67100,67800
14533,49774,Pickford,MI,46.165132,-84.33219,Chippewa County,82800,83300,83400,83600,83900,84500,86100,88600,90800,91700,92100,92300
14534,3838,Bartlett,NH,44.116958000000004,-71.20354,Carroll County,287400,293400,297500,299900,304000,311200,320800,329700,336400,343100,350200,354300
14535,14781,Sherman,NY,42.160982000000004,-79.59738,Chautauqua County,83600,87200,91200,92400,90600,87500,85400,84300,82800,80600,79900,80700
14536,47928,Cayuga,IN,39.946144,-87.46611,Vermillion County,52100,51900,51100,51100,52000,52600,52700,53300,53900,54100,55000,55500
14537,97110,Cannon Beach,OR,45.894287,-123.961,Clatsop County,530100,531400,533400,535400,538400,542000,544700,546300,554000,565800,574200,577000
14538,13620,Croghan,NY,43.907070000000004,-75.44761,Lewis County,126000,126200,126500,127000,127300,127400,127400,127900,128900,130200,130800,130900
14539,17535,Salisbury,PA,40.000723,-76.04649,Lancaster County,243200,243700,243900,244600,245400,246200,247100,247900,249900,253000,255500,256100
14540,36321,Cowarts,AL,31.202472999999998,-85.301373,Houston County,95300,95400,95200,95400,96000,96300,96600,97400,98000,98100,98400,99000
14541,46914,Bunker Hill,IN,40.646736,-86.09952,Miami County,85600,89400,93200,96200,98600,100200,101800,103800,105700,107500,108700,109200
14542,74051,Ochelata,OK,36.602340000000005,-95.97544,Washington County,80800,82400,84700,85300,85700,86400,86900,86400,86700,87900,88500,88100
14543,54930,Coloma,WI,44.025667999999996,-89.52124,Waushara County,128600,129100,129700,130900,131900,131400,131900,134600,137600,139300,140000,139800
14544,55012,Center City,MN,45.41766,-92.80597,Chisago County,218700,222600,226800,226600,227000,229300,233000,236900,238100,236500,237000,240200
14545,16838,Penn,PA,40.977104,-78.62295999999999,Clearfield County,69200,69700,70700,72100,73400,74100,73800,73100,72900,73500,74000,74600
14546,18629,Mehoopany,PA,41.555944000000004,-76.13179000000001,Wyoming County,123700,122900,121700,120700,119900,119000,118500,118500,118700,120000,121600,121900
14547,63349,Hawk Point,MO,38.96624,-91.14919,Lincoln County,142800,144000,147500,151200,154300,156600,157600,157700,158000,160300,163100,164700
14548,53529,Dane,WI,43.228109,-89.53605,Dane County,282100,284400,285600,286400,287800,288800,288200,287900,289000,291700,293700,294500
14549,64724,Appleton City,MO,38.171591,-94.02233000000001,Saint Clair County,106900,106300,105800,106500,106500,106300,108700,111200,111500,111400,113100,114700
14550,75932,Burkeville,TX,31.067439,-93.61936,Newton County,136900,137000,136600,135800,137100,140800,145300,149800,152700,153000,153300,154200
14551,76064,Maypearl,TX,32.307456,-97.02761,Ellis County,170400,171800,173400,176700,179600,182400,186300,188600,188700,190300,194600,199000
14552,16141,New Beaver,PA,40.853014,-80.40181,Lawrence County,115200,119000,121900,122900,122600,121900,120800,120500,120900,121800,122300,122600
14553,63056,Leslie,MO,38.404826,-91.22652,Franklin County,159900,162500,164600,167000,171300,174600,176600,179800,184400,188900,192200,193800
14554,10526,Goldens Bridge,NY,41.294561,-73.66701,Westchester County,462900,455200,447600,446300,450100,456600,458900,458100,463600,473500,478500,476700
14555,49689,Wellston,MI,44.209540999999994,-85.9109,Manistee County,59400,58300,58000,58000,57600,55900,54100,54100,55800,58200,59900,60700
14556,83847,Bonners Ferry,ID,48.575219,-116.41475,Boundary County,250600,251400,253900,258000,261400,263500,267600,274400,281000,285400,290100,294500
14557,92676,Silverado,CA,33.743168,-117.63563,Orange County,660100,664300,666600,669700,672700,674700,679600,687000,695900,710500,728000,740000
14558,5472,New Haven,VT,44.121825,-73.166,Addison County,241400,244400,249100,252500,253500,253900,255200,258100,261500,263400,263600,263000
14559,38369,Rutherford,TN,36.12836,-88.98134,Gibson County,54600,54900,56200,57200,58300,59000,59300,59800,60500,60700,59700,58000
14560,1081,Wales,MA,42.058023999999996,-72.22516999999999,Hampden County,201500,201400,201700,202800,203500,204900,207000,208900,210400,211900,214200,216500
14561,47527,Dubois,IN,38.473956,-86.77776999999999,Dubois County,107900,109100,110900,112700,114400,114600,115300,117600,120000,120900,121800,122300
14562,96140,Carnelian Bay,CA,39.223151,-120.08627,Placer County,619200,626100,630500,634200,638300,644900,643100,632100,628600,636700,640200,640300
14563,5765,Proctor,VT,43.657716,-73.0328,Rutland County,139000,138500,138200,137900,137200,136300,136400,137800,138900,140100,141500,141800
14564,21555,Oldtown,MD,39.579648999999996,-78.55826,Allegany County,99700,99100,98500,98300,98700,99000,98600,97700,97700,98700,100500,102100
14565,43145,New Holland,OH,39.555409000000004,-83.26409,Pickaway County,87900,90700,94300,96100,95900,94800,94700,95700,96500,97200,98500,100400
14566,44613,Brewster,OH,40.712109000000005,-81.59859,Stark County,85900,89600,94000,95800,96500,98000,100500,102200,103000,103900,105000,106000
14567,49769,Pellston,MI,45.567787,-84.81464,Emmet County,79500,79800,79800,79600,80000,80500,81400,81600,81700,82600,84300,85000
14568,52623,Danville,IA,40.865859,-91.33459,Des Moines County,124100,124500,125500,127800,130700,132500,133000,133100,133500,135500,138500,140800
14569,5444,Cambridge,VT,44.645649,-72.90151,Lamoille County,220800,222000,223100,223600,224000,224400,225100,225900,227300,229200,230800,231400
14570,83448,Sugar City,ID,43.860023,-111.70879,Madison County,215500,216900,218300,219200,220400,222800,227600,232800,237000,239100,240900,242600
14571,44214,Burbank,OH,40.965423,-82.00032,Wayne County,148600,150600,152400,154400,157000,159000,159100,158400,158700,160900,164100,167000
14572,67877,Sublette,KS,37.525821,-100.84391,Haskell County,109800,109400,109400,109500,109600,109400,109200,109200,109200,109400,109500,109500
14573,84645,Mona,UT,39.859432,-111.85401999999999,Juab County,272900,266800,263500,266200,272500,278300,285900,297400,308400,315800,320900,323800
14574,5148,Londonderry,VT,43.238921000000005,-72.80105999999999,Windham County,227400,225400,225700,229400,231100,228800,228500,231000,234600,236200,235800,234800
14575,12577,Beaverdam Lake-Salisbury Mills,NY,41.433856,-74.11963,Orange County,277400,278700,279800,279800,279600,281900,287200,291600,294400,296000,296800,296300
14576,16878,Boggs,PA,40.943754999999996,-78.30853,Clearfield County,75200,76000,77300,78700,79900,80800,80100,78600,78700,80900,82100,81900
14577,34681,Palm Harbor,FL,28.088442999999998,-82.77834,Pinellas County,343000,352200,360400,363100,362500,361700,363400,366900,368600,369200,371300,374100
14578,61001,Apple River,IL,42.472458,-90.12098,Jo Daviess County,167100,167800,168400,169200,170000,170100,169900,169800,170900,172200,173400,173900
14579,61813,Bement,IL,39.918042,-88.56139,Piatt County,90000,89300,88600,87200,85700,85300,85700,85900,85300,85000,84800,84500
14580,67669,Stockton,KS,39.436461,-99.32578000000001,Rooks County,61300,61300,61200,61100,61100,60900,60600,60600,60700,60800,60900,61000
14581,84320,Lewiston,UT,41.968475,-111.86587,Cache County,194800,197400,200500,204300,207900,211000,214300,217700,222700,227900,231700,233400
14582,79086,Sunray,TX,36.057371999999994,-101.76599,Moore County,96400,96700,96500,97400,97900,96800,96000,97000,97700,97900,98200,98300
14583,12062,Nassau,NY,42.525531,-73.50206999999999,Rensselaer County,188500,192000,195100,198300,200800,201700,201700,201400,200600,200400,200200,199600
14584,62531,Edinburg,IL,39.66363,-89.39224,Christian County,97200,96800,95800,94600,94800,96000,96400,96000,95500,95100,94500,94400
14585,66401,Alma,KS,38.990708000000005,-96.29473,Wabaunsee County,142900,143500,143300,142900,143200,144200,145000,145400,144400,145300,149200,152900
14586,95977,Smartsville,CA,39.193220000000004,-121.28975,Nevada County,339200,343000,345000,345700,347100,347100,344200,341500,341600,345900,349500,349700
14587,16124,Delaware,PA,41.329301,-80.26042,Mercer County,108400,106400,104500,105200,105900,106100,106400,105500,105200,106900,108800,109300
14588,38388,Lexington,TN,35.782092999999996,-88.35061,Henderson County,84600,87800,90600,91800,92300,92500,92500,92700,93200,92900,92500,92500
14589,13034,Aurelius,NY,42.912846,-76.70818,Cayuga County,138700,137600,136700,137200,138400,139800,140700,141200,140400,137700,135400,135100
14590,43116,Commercial Point,OH,39.768502000000005,-83.06007,Pickaway County,223600,228300,233900,236100,233600,229600,228800,230800,233400,235900,238900,241900
14591,44443,New Springfield,OH,40.917556,-80.60039,Mahoning County,132700,131200,130400,129300,129600,132000,135500,138900,142000,142500,140700,139700
14592,7620,Alpine,NJ,40.952814000000004,-73.93064,Bergen County,3070700,3077900,3061100,3009100,2895800,2748000,2642100,2568800,2513900,2487400,2485500,2492800
14593,14838,Erin,NY,42.177019,-76.66686999999999,Chemung County,115900,116900,117600,117900,118100,118800,119600,120200,119500,117700,116500,116400
14594,43771,Philo,OH,39.842048,-81.93264,Muskingum County,77200,76600,76200,75600,75000,75200,77000,79800,82500,84500,86300,87600
14595,67117,North Newton,KS,38.073865000000005,-97.34635,Harvey County,149000,148300,148400,149700,151900,153700,153900,153400,153300,153900,155000,156000
14596,67473,Osborne,KS,39.409385,-98.7059,Osborne County,49400,49100,49200,49200,49000,48600,48400,48500,48800,49000,49100,49100
14597,68832,Doniphan,NE,40.763643,-98.38794,Hall County,237200,237700,237800,238500,238300,238400,239500,240800,241100,242900,246500,248900
14598,82082,Pine Bluffs,WY,41.181106,-104.00078,Laramie County,182100,188300,192400,194300,196200,197900,198600,198200,197500,199800,203700,205300
14599,29635,Cleveland,SC,35.084282,-82.62565,Greenville County,179700,184500,189000,192400,195900,198900,202200,205600,206900,207700,209800,211500
14600,44866,Polk,OH,40.906577,-82.18985,Ashland County,129000,131400,132500,130800,129100,129100,129900,130400,131000,131300,131700,132300
14601,99361,Waitsburg,WA,46.209202000000005,-118.15883999999998,Walla Walla County,176800,178300,178900,179200,180600,183100,183800,183800,187700,194600,199500,200600
14602,17864,Union,PA,40.696064,-76.90271,Snyder County,148600,148400,147200,145800,145500,144700,143900,144900,147500,149800,151300,152000
